Ste,Et,Cpt gen.,Nat,Auxiliaire,Libelle CG,Libelle(suite),Exer,Pr,Dt piece,Chrono,n[piece,Jrn,Type,Libelle 1,Libelle 2,Et Pce,Nat pie,N[audit,Jrn ref,Refer,Echeance,MR,Nat,Cpt ana,Nat ana -2-,  Compte analytique   rang 2,Nat ana -3-,  Compte analytique   rang 3,Debit,Credit,Solde,Dev,L,L/P,n[conso,Cg c/partie,Cte Auxil c/partie,Reg TVA,Tx TVA,Debit devise,credit devise,Solde Dev.,Dev
1,,400000,C,317,CLIENTS,,2017,0,18/07/2013,34827,9133007,NCV,AVOIC,.,,A,0,,%NB,90708,27/07/2013,MA,,,,,,,,"8,64","-8,64",EUR,,0,0,708000,,,0,,"8,64","-8,64",EUR
1,,400000,C,317,CLIENTS,,2017,0,18/07/2013,34835,9133015,NCV,AVOIC,3232,,A,0,,%NB,90708,27/07/2013,MA,,,,,,,,"53,19","-53,19",EUR,,0,0,708000,,,0,,"53,19","-53,19",EUR
1,,400000,C,317,CLIENTS,,2017,0,19/07/2013,420566,1335723,VEM,FACTC,0,,A,0,,%NB,90708,27/07/2013,MA,,,,,,,"25988,09",,"25988,09",EUR,,0,0,708000,,,0,"25988,09",,"25988,09",EUR
1,,400000,C,317,CLIENTS,,2017,0,08/08/2013,3525,154,BBL,ODTRE,EXT 154,        25827.62-EUR,A,0,,%NB,90708,08/08/2013,,,,,,,,,"25827,62","-25827,62",EUR,,0,0,550000,,,0,,"25827,62","-25827,62",EUR
1,,400000,C,317,CLIENTS,,2017,0,22/08/2014,39301,9143737,NCV,AVOIC,.,,A,0,,%NB,90708,07/09/2014,MA,,,,,,,,"10,38","-10,38",EUR,,0,0,708000,,,0,,"10,38","-10,38",EUR
1,,400000,C,317,CLIENTS,,2017,0,27/08/2014,39362,9143798,NCV,AVOIC,.,,A,0,,%NB,90708,07/09/2014,MA,,,,,,,,"7,41","-7,41",EUR,,0,0,708000,,,0,,"7,41","-7,41",EUR
1,,400000,C,317,CLIENTS,,2017,0,27/08/2014,39363,9143799,NCV,AVOIC,.,,A,0,,%NB,90708,07/09/2014,MA,,,,,,,,"36,47","-36,47",EUR,,0,0,708000,,,0,,"36,47","-36,47",EUR
1,,400000,C,317,CLIENTS,,2017,0,29/08/2014,39387,9143823,NCV,AVOIC,.,,A,0,,%NB,90708,07/09/2014,MA,,,,,,,,"27,81","-27,81",EUR,,0,0,708000,,,0,,"27,81","-27,81",EUR
1,,400000,C,317,CLIENTS,,2017,0,29/08/2014,39397,9143833,NCV,AVOIC,.,,A,0,,%NB,90708,07/09/2014,MA,,,,,,,,"19,6","-19,6",EUR,,0,0,708000,,,0,,"19,6","-19,6",EUR
1,,400000,C,317,CLIENTS,,2017,0,29/08/2014,470771,1440501,VEM,FACTC,cf22801,,A,0,,%NB,90708,07/09/2014,MA,,,,,,,"7265,79",,"7265,79",EUR,,0,0,708000,,,0,"7265,79",,"7265,79",EUR
1,,400000,C,317,CLIENTS,,2017,0,29/08/2014,470772,1440502,VEM,FACTC,0,,A,0,,%NB,90708,07/09/2014,MA,,,,,,,"46337,95",,"46337,95",EUR,,0,0,708000,,,0,"46337,95",,"46337,95",EUR
1,,400000,C,317,CLIENTS,,2017,0,08/09/2014,39484,9143920,NCV,AVOIC,.,,A,0,,%NB,90708,17/09/2014,MA,,,,,,,,"61,89","-61,89",EUR,,0,0,700000,,,0,,"61,89","-61,89",EUR
1,,400000,C,317,CLIENTS,,2017,0,08/09/2014,39500,9143936,NCV,AVOIC,3002 brodeaux,,A,0,,%NB,90708,17/09/2014,MA,,,,,,,,"37,27","-37,27",EUR,,0,0,708000,,,0,,"37,27","-37,27",EUR
1,,400000,C,317,CLIENTS,,2017,0,10/09/2014,472055,1441785,VEM,FACTC,0,,A,0,,%NB,90708,17/09/2014,MA,,,,,,,"10464,19",,"10464,19",EUR,,0,0,708000,,,0,"10464,19",,"10464,19",EUR
1,,400000,C,317,CLIENTS,,2017,0,11/09/2014,39555,9143991,NCV,AVOIC,.,,A,0,,%NB,90708,17/09/2014,MA,,,,,,,,"29,04","-29,04",EUR,,0,0,700000,,,0,,"29,04","-29,04",EUR
1,,400000,C,317,CLIENTS,,2017,0,11/09/2014,39556,9143992,NCV,AVOIC,.,,A,0,,%NB,90708,17/09/2014,MA,,,,,,,,"37,24","-37,24",EUR,,0,0,708000,,,0,,"37,24","-37,24",EUR
1,,400000,C,317,CLIENTS,,2017,0,11/09/2014,39557,9143993,NCV,AVOIC,.,,A,0,,%NB,90708,17/09/2014,MA,,,,,,,,"6,36","-6,36",EUR,,0,0,700000,,,0,,"6,36","-6,36",EUR
1,,400000,C,317,CLIENTS,,2017,0,02/10/2014,39811,1500006,NCV,AVOIC,.,,A,0,,%NB,90708,17/10/2014,MA,,,,,,,,"24,46","-24,46",EUR,,0,0,708000,,,0,,"24,46","-24,46",EUR
1,,400000,C,317,CLIENTS,,2017,0,07/10/2014,39894,1500089,NCV,AVOIC,.,,A,0,,%NB,90708,17/10/2014,MA,,,,,,,,"36,4","-36,4",EUR,,0,0,708000,,,0,,"36,4","-36,4",EUR
1,,400000,C,317,CLIENTS,,2017,0,09/10/2014,39917,1500112,NCV,AVOIC,30870,,A,0,,%NB,90708,17/10/2014,MA,,,,,,,,"13,07","-13,07",EUR,,0,0,700000,,,0,,"13,07","-13,07",EUR
1,,400000,C,317,CLIENTS,,2017,0,10/10/2014,475904,5000114,VEM,FACTC,0,,A,0,,%NB,90708,17/10/2014,MA,,,,,,,"46044,94",,"46044,94",EUR,,0,0,708000,,,0,"46044,94",,"46044,94",EUR
1,,400000,C,317,CLIENTS,,2017,0,13/10/2014,39936,1500131,NCV,AVOIC,.,,A,0,,%NB,90708,17/10/2014,MA,,,,,,,,"20,56","-20,56",EUR,,0,0,708000,,,0,,"20,56","-20,56",EUR
1,,400000,C,317,CLIENTS,,2017,0,13/10/2014,39950,1500145,NCV,AVOIC,3188 Grailet,,A,0,,%NB,90708,17/10/2014,MA,,,,,,,,"14,16","-14,16",EUR,,0,0,708000,,,0,,"14,16","-14,16",EUR
1,,400000,C,317,CLIENTS,,2017,0,14/10/2014,1322,5000002,DOM,PRELC,LIFE   *,,A,0,,%NB,90708,14/10/2014,,,,,,,,,"37966,8","-37966,8",EUR,,0,0,401500,CRGBEF,,0,,"37966,8","-37966,8",EUR
1,,400000,C,317,CLIENTS,,2017,0,17/10/2014,1665,4,NCD,AVOIC,10/2013-09/2014,,A,0,,%NB,90708,02/11/2014,MA,,,,,,,,"14530,38","-14530,38",EUR,,0,0,708200,,,0,,"14530,38","-14530,38",EUR
1,,400000,C,317,CLIENTS,,2017,0,29/12/2014,3882,253,BBL,ODTRE,ISABEL.90000154,512390 001,A,0,,%NB,90708,29/12/2014,,,,,,,,,"57233,57","-57233,57",EUR,,0,0,550000,,,0,,"57233,57","-57233,57",EUR
1,,400000,C,335,CLIENTS,,2017,0,13/12/2001,285,12027,DOM,PRELC,DOMICILIATION,,A,0,,%NB,11571,13/12/2001,,,,,,,,,"9213,02","-9213,02",EUR,,0,0,401500,CRGBEF,,0,,"9213,02","-9213,02",EUR
1,,400000,C,335,CLIENTS,,2017,0,31/12/2001,3101,3101,AJU,WMDEV,Ajust. multi-de,,A,0,,%NB,11571,17/12/2001,,,,,,,,"9213,02",,"9213,02",EUR,,0,0,400000,335,,0,"9213,04",,"9213,04",EUR
1,,400000,C,372,CLIENTS,,2017,0,18/01/2002,12676,1301,VEM,FACTC,.,,A,0,,%NB,21468,25/01/2002,MA,,,,,,,"3757,65",,"3757,65",EUR,,0,0,658000,,,0,"3757,65",,"3757,65",EUR
1,,400000,C,372,CLIENTS,,2017,0,31/01/2002,3467,3467,AJU,WMDEV,Ajust. multi-de,,A,0,,%NB,21468,31/01/2002,,,,,,,,,"1468,32","-1468,32",EUR,,0,0,400000,372,,0,,"1468,33","-1468,33",EUR
1,,400000,C,372,CLIENTS,,2017,0,31/01/2002,3468,3468,AJU,WMDEV,Ajust. multi-de,,A,0,,%NB,21468,07/01/2002,,,,,,,,"862,18",,"862,18",EUR,,0,0,400000,372,,0,"862,16",,"862,16",EUR
1,,400000,C,372,CLIENTS,,2017,0,31/01/2002,3469,3469,AJU,WMDEV,Ajust. multi-de,,A,0,,%NB,21468,17/01/2002,,,,,,,,"3863,66",,"3863,66",EUR,,0,0,400000,372,,0,"3863,65",,"3863,65",EUR
1,,400000,C,372,CLIENTS,,2017,0,31/01/2002,3794,3794,AJU,WMDEV,Ajust. multi-de,,A,0,,%NB,21468,17/01/2002,,,,,,,,,"3863,65","-3863,65",EUR,,0,0,400000,372,,0,,"3863,65","-3863,65",EUR
1,,400000,C,372,CLIENTS,,2017,0,31/01/2002,2,23,CEU,ODTRE,Acpte F[1035,,A,0,,%NB,21468,31/01/2002,,,,,,,,,"428,38","-428,38",EUR,,0,0,570100,,,0,,"428,38","-428,38",EUR
1,,400000,C,372,CLIENTS,,2017,0,31/01/2002,2,23,CEU,ODTRE,Acpte F[1035,,A,0,,%NB,21468,31/01/2002,,,,,,,,,200,-200,EUR,,0,0,570100,,,0,,200,-200,EUR
1,,400000,C,372,CLIENTS,,2017,0,31/01/2002,2,23,CEU,ODTRE,Solde F[1035,,A,0,,%NB,21468,31/01/2002,,,,,,,,,"233,8","-233,8",EUR,,0,0,570100,,,0,,"233,8","-233,8",EUR
1,,400000,C,372,CLIENTS,,2017,0,31/01/2002,2,23,CEU,ODTRE,Acpte 1301,,A,0,,%NB,21468,31/01/2002,,,,,,,,,2113,-2113,EUR,,0,0,570100,,,0,,2113,-2113,EUR
1,,400000,C,372,CLIENTS,,2017,0,31/01/2002,2,23,CEU,ODTRE,Sde 1301,,A,0,,%NB,21468,31/01/2002,,,,,,,,,"176,33","-176,33",EUR,,0,0,570100,,,0,,"176,33","-176,33",EUR
1,,400000,C,372,CLIENTS,,2017,0,10/07/2002,4122,210724,NCV,AVOIC,.,,A,0,,%NB,21468,17/07/2002,MA,,,,,,,,"11,75","-11,75",EUR,,0,0,658000,,,0,,"11,75","-11,75",EUR
1,,400000,C,372,CLIENTS,,2017,0,10/07/2002,16500,5125,VEM,FACTC,.,,A,0,,%NB,21468,17/07/2002,MA,,,,,,,"6538,85",,"6538,85",EUR,,0,0,658000,,,0,"6538,85",,"6538,85",EUR
1,,400000,C,372,CLIENTS,,2017,0,31/07/2002,8,1112,CEU,ODTRE,F[ 1112,Acpte 5125,A,0,,%NB,21468,31/07/2002,,,,,,,,,5150,-5150,EUR,,0,0,570100,,,0,,5150,-5150,EUR
1,,400000,C,372,CLIENTS,,2017,0,31/08/2002,9,1314,CEU,ODTRE,F[ 1314,,A,0,,%NB,21468,31/08/2002,,,,,,,,,"1377,07","-1377,07",EUR,,0,0,570100,,,0,,"1377,07","-1377,07",EUR
1,,400000,C,372,CLIENTS,,2017,0,31/03/2005,1066,2506013,OD,OD,OD,EUR,A,0,,OD,2506013,31/03/2005,,,,,,,,,"0,04","-0,04",EUR,,0,0,423140,,,0,,"0,04","-0,04",EUR
1,,400000,C,427,CLIENTS,,2017,0,31/10/2012,387620,1302777,VEM,FACTC,1210167301025,,A,0,,%NB,88015,31/10/2012,MA,,,,,,,"740,02",,"740,02",EUR,,0,0,708000,,,0,"740,02",,"740,02",EUR
1,,400000,C,427,CLIENTS,,2017,0,20/12/2012,393992,1309149,VEM,FACTC,1210167301034,,A,0,,VEM,1309149,20/12/2012,MA,,,,,,,"913,07",,"913,07",EUR,,0,0,708000,,,0,"913,07",,"913,07",EUR
1,,400000,C,427,CLIENTS,,2017,0,18/01/2013,397648,1312805,VEM,FACTC,1310167300000,,A,0,,VEM,1312805,20/01/2013,MA,,,,,,,"789,39",,"789,39",EUR,,0,0,708000,,,0,"789,39",,"789,39",EUR
1,,400000,C,427,CLIENTS,,2017,0,18/01/2013,397649,1312806,VEM,FACTC,1310167300000,,A,0,,VEM,1312806,20/01/2013,MA,,,,,,,"72,18",,"72,18",EUR,,0,0,700000,,,0,"72,18",,"72,18",EUR
1,,400000,C,427,CLIENTS,,2017,0,31/01/2013,398867,1314024,VEM,FACTC,1310167300000,,A,0,,VEM,1314024,31/01/2013,MA,,,,,,,"1016,46",,"1016,46",EUR,,0,0,708000,,,0,"1016,46",,"1016,46",EUR
1,,400000,C,427,CLIENTS,,2017,0,31/01/2013,398868,1314025,VEM,FACTC,1310167301047,,A,0,,VEM,1314025,31/01/2013,MA,,,,,,,"328,31",,"328,31",EUR,,0,0,708000,,,0,"328,31",,"328,31",EUR
1,,400000,C,427,CLIENTS,,2017,0,08/02/2013,400209,1315366,VEM,FACTC,1310167301052,,A,0,,VEM,1315366,10/02/2013,MA,,,,,,,"590,74",,"590,74",EUR,,0,0,708000,,,0,"590,74",,"590,74",EUR
1,,400000,C,427,CLIENTS,,2017,0,08/02/2013,400210,1315367,VEM,FACTC,1310167301042,,A,0,,VEM,1315367,10/02/2013,MA,,,,,,,"67,5",,"67,5",EUR,,0,0,700000,,,0,"67,5",,"67,5",EUR
1,,400000,C,427,CLIENTS,,2017,0,08/02/2013,400211,1315368,VEM,FACTC,1310167300000,,A,0,,VEM,1315368,10/02/2013,MA,,,,,,,"593,17",,"593,17",EUR,,0,0,708000,,,0,"593,17",,"593,17",EUR
1,,400000,C,427,CLIENTS,,2017,0,20/02/2013,401445,1316602,VEM,FACTC,1310167301055,,A,0,,VEM,1316602,20/02/2013,MA,,,,,,,"285,98",,"285,98",EUR,,0,0,708000,,,0,"285,98",,"285,98",EUR
1,,400000,C,427,CLIENTS,,2017,0,28/02/2013,402710,1317867,VEM,FACTC,1310167300000,,A,0,,VEM,1317867,28/02/2013,MA,,,,,,,"116,52",,"116,52",EUR,,0,0,708000,,,0,"116,52",,"116,52",EUR
1,,400000,C,427,CLIENTS,,2017,0,08/03/2013,403979,1319136,VEM,FACTC,1310167301058,,A,0,,VEM,1319136,10/03/2013,MA,,,,,,,"332,63",,"332,63",EUR,,0,0,700000,,,0,"332,63",,"332,63",EUR
1,,400000,C,427,CLIENTS,,2017,0,08/03/2013,403980,1319137,VEM,FACTC,1310167301059,,A,0,,VEM,1319137,10/03/2013,MA,,,,,,,"98,47",,"98,47",EUR,,0,0,700000,,,0,"98,47",,"98,47",EUR
1,,400000,C,427,CLIENTS,,2017,0,20/06/2013,416748,1331908,VEM,FACTC,1310167300000,,A,0,,VEM,1331908,20/06/2013,MA,,,,,,,"131,66",,"131,66",EUR,,0,0,700000,,,0,"131,66",,"131,66",EUR
1,,400000,C,427,CLIENTS,,2017,0,20/06/2013,416750,1331910,VEM,FACTC,1310167301083,,A,0,,VEM,1331910,20/06/2013,MA,,,,,,,"185,71",,"185,71",EUR,,0,0,700000,,,0,"185,71",,"185,71",EUR
1,,400000,C,427,CLIENTS,,2017,0,20/06/2013,416751,1331911,VEM,FACTC,1310167301082,,A,0,,VEM,1331911,20/06/2013,MA,,,,,,,"48,8",,"48,8",EUR,,0,0,708000,,,0,"48,8",,"48,8",EUR
1,,400000,C,427,CLIENTS,,2017,0,28/06/2013,418090,1333250,VEM,FACTC,1310167300000,,A,0,,VEM,1333250,30/06/2013,MA,,,,,,,"248,29",,"248,29",EUR,,0,0,700000,,,0,"248,29",,"248,29",EUR
1,,400000,C,427,CLIENTS,,2017,0,10/07/2013,419317,1334474,VEM,FACTC,1310167301074,,A,0,,VEM,1334474,10/07/2013,MA,,,,,,,"456,04",,"456,04",EUR,,0,0,708000,,,0,"456,04",,"456,04",EUR
1,,400000,C,427,CLIENTS,,2017,0,19/07/2013,420612,1335769,VEM,FACTC,1310167300000,,A,0,,VEM,1335769,20/07/2013,MA,,,,,,,"610,34",,"610,34",EUR,,0,0,700000,,,0,"610,34",,"610,34",EUR
1,,400000,C,427,CLIENTS,,2017,0,09/08/2013,423053,1338210,VEM,FACTC,1310167301095,,A,0,,VEM,1338210,10/08/2013,MA,,,,,,,"237,74",,"237,74",EUR,,0,0,708000,,,0,"237,74",,"237,74",EUR
1,,400000,C,427,CLIENTS,,2017,0,20/08/2013,424286,1339443,VEM,FACTC,1310167301095,,A,0,,VEM,1339443,20/08/2013,MA,,,,,,,"65,39",,"65,39",EUR,,0,0,708000,,,0,"65,39",,"65,39",EUR
1,,400000,C,427,CLIENTS,,2017,0,30/08/2013,425482,1340639,VEM,FACTC,1310167300000,,A,0,,VEM,1340639,31/08/2013,MA,,,,,,,"164,23",,"164,23",EUR,,0,0,708000,,,0,"164,23",,"164,23",EUR
1,,400000,C,427,CLIENTS,,2017,0,10/09/2013,426756,1341913,VEM,FACTC,1310167300000,,A,0,,VEM,1341913,10/09/2013,MA,,,,,,,"67,43",,"67,43",EUR,,0,0,708000,,,0,"67,43",,"67,43",EUR
1,,400000,C,427,CLIENTS,,2017,0,20/09/2013,427995,1343152,VEM,FACTC,1310167301095,,A,0,,VEM,1343152,20/09/2013,MA,,,,,,,"11,83",,"11,83",EUR,,0,0,700000,,,0,"11,83",,"11,83",EUR
1,,400000,C,427,CLIENTS,,2017,0,10/10/2013,430447,1400177,VEM,FACTC,1310167300000,,A,0,,VEM,1400177,10/10/2013,MA,,,,,,,"81,27",,"81,27",EUR,,0,0,700000,,,0,"81,27",,"81,27",EUR
1,,400000,C,427,CLIENTS,,2017,0,20/11/2013,435414,1405144,VEM,FACTC,1310167302023,,A,0,,VEM,1405144,20/11/2013,MA,,,,,,,"52,85",,"52,85",EUR,,0,0,700000,,,0,"52,85",,"52,85",EUR
1,,400000,C,1110,CLIENTS,,2017,0,08/04/2016,546856,1624122,VEM,FACTC,1610150600000,,A,0,,WRF,625307,17/04/2016,DO,,,,,,,"129,56",,"129,56",EUR,,0,0,708000,,,0,"129,56",,"129,56",EUR
1,,400000,C,1110,CLIENTS,,2017,0,20/06/2016,556263,1633529,VEM,FACTC,1610150600000,,A,0,,WRF,634214,27/06/2016,DO,,,,,,,"126,27",,"126,27",EUR,,0,0,708000,,,0,"126,27",,"126,27",EUR
1,,400000,C,1110,CLIENTS,,2017,0,08/07/2016,558931,1636197,VEM,FACTC,1610150600000,,A,0,,WRF,636428,17/07/2016,DO,,,,,,,"182,4",,"182,4",EUR,,0,0,708000,,,0,"182,4",,"182,4",EUR
1,,400000,C,1110,CLIENTS,,2017,0,10/08/2016,562872,1640138,VEM,FACTC,1610150600000,,A,0,,WRF,638738,17/08/2016,DO,,,,,,,"217,88",,"217,88",EUR,,0,0,746992,,,0,"217,88",,"217,88",EUR
1,,400000,C,1110,CLIENTS,,2017,0,19/08/2016,564148,1641414,VEM,FACTC,1610150600000,,A,0,,WRF,639494,27/08/2016,DO,,,,,,,"310,32",,"310,32",EUR,,0,0,708000,,,0,"310,32",,"310,32",EUR
1,,400000,C,1110,CLIENTS,,2017,0,09/09/2016,566701,1643967,VEM,FACTC,1610150600000,,A,0,,WRF,642355,17/09/2016,DO,,,,,,,"112,17",,"112,17",EUR,,0,0,708000,,,0,"112,17",,"112,17",EUR
1,,400000,C,1110,CLIENTS,,2017,0,20/09/2016,568042,1645308,VEM,FACTC,1610150600000,,A,0,,WRF,643888,27/09/2016,DO,,,,,,,"90,56",,"90,56",EUR,,0,0,708000,,,0,"90,56",,"90,56",EUR
1,,400000,C,1489,CLIENTS,,2017,0,10/08/2010,288185,1037876,VEM,FACTC,1010229700000,,A,0,,VEM,1037876,17/08/2010,MA,,,,,,,"924,06",,"924,06",EUR,,0,0,708000,,,0,"924,06",,"924,06",EUR
1,,400000,C,1489,CLIENTS,,2017,0,10/08/2010,288186,1037877,VEM,FACTC,1010229700220,,A,0,,VEM,1037877,17/08/2010,MA,,,,,,,"821,94",,"821,94",EUR,,0,0,708000,,,0,"821,94",,"821,94",EUR
1,,400000,C,1489,CLIENTS,,2017,0,10/08/2010,288187,1037878,VEM,FACTC,1010229700222,,A,0,,VEM,1037878,17/08/2010,MA,,,,,,,"499,31",,"499,31",EUR,,0,0,708000,,,0,"499,31",,"499,31",EUR
1,,400000,C,1489,CLIENTS,,2017,0,31/12/2014,486819,5011024,VEM,FACTC,1410229700113,,A,0,,VEM,5011024,07/01/2015,MA,,,,,,,"408,06",,"408,06",EUR,,0,0,708000,,,0,"408,06",,"408,06",EUR
1,,400000,C,1489,CLIENTS,,2017,0,10/07/2015,511654,5035859,VEM,FACTC,1510229700026,,A,0,,VEM,5035859,17/07/2015,MA,,,,,,,"322,64",,"322,64",EUR,,0,0,746992,,,0,"322,64",,"322,64",EUR
1,,400000,C,1680,CLIENTS,,2017,0,13/12/2001,282,12007,DOM,PRELC,DOMICILIATION,,A,0,,NCV,210195,13/12/2001,,,,,,,,,"9909,19","-9909,19",EUR,,0,0,401500,CRGBEF,,0,,"9909,19","-9909,19",EUR
1,,400000,C,1680,CLIENTS,,2017,0,31/12/2001,3133,3133,AJU,WMDEV,Ajust. multi-de,,A,0,,NCV,210195,17/12/2001,,,,,,,,"9909,19",,"9909,19",EUR,,0,0,400000,1680,,0,"9909,17",,"9909,17",EUR
1,,400000,C,1853,CLIENTS,,2017,0,31/03/2016,545516,1622782,VEM,FACTC,1610333400106,,A,0,,%NB,89997,07/04/2016,DO,,,,,,,"1727,67",,"1727,67",EUR,,0,0,708000,,,0,"1727,67",,"1727,67",EUR
1,,400000,C,1853,CLIENTS,,2017,0,10/06/2016,554984,1632250,VEM,FACTC,1610333400212,,A,0,,%NB,84103,17/06/2016,DO,,,,,,,2003,,2003,EUR,,0,0,746992,,,0,2003,,2003,EUR
1,,400000,C,1853,CLIENTS,,2017,0,10/08/2016,562945,1640211,VEM,FACTC,1610333400281,,A,0,,%NB,84103,17/08/2016,DO,,,,,,,"1371,93",,"1371,93",EUR,,0,0,708000,,,0,"1371,93",,"1371,93",EUR
1,,400000,C,2130,CLIENTS,,2017,0,07/01/2002,292,12238,DOM,PRELC,DOMICILIATION,,A,0,,%NB,84997,07/01/2002,,,,,,,,,"428,35","-428,35",EUR,,0,0,401500,CRGBEF,,0,,"428,35","-428,35",EUR
1,,400000,C,2130,CLIENTS,,2017,0,31/01/2002,3159,3159,AJU,WMDEV,Ajust. multi-de,,A,0,,%NB,84997,07/01/2002,,,,,,,,"428,35",,"428,35",EUR,,0,0,400000,2130,,0,"428,33",,"428,33",EUR
1,,400000,C,2441,CLIENTS,,2017,0,20/04/2015,501319,5025524,VEM,FACTC,1510364500000,,A,0,,%NB,89494,27/04/2015,DO,,,,,,,"320,92",,"320,92",EUR,,0,0,708000,,,0,"320,92",,"320,92",EUR
1,,400000,C,3595,CLIENTS,,2017,0,26/02/2010,2191,1005003,OD,OD,cession PPSA,svt convention,A,0,,%NB,88449,17/01/2006,,,,,,,,"2090,63",,"2090,63",EUR,,0,0,400000,427,,0,"2090,63",,"2090,63",EUR
1,,400000,C,3595,CLIENTS,,2017,0,31/01/2012,2586,2040009,OD,OD,REG CPTES AUX,pmnt BLAFFART PPSA,A,0,,%NB,88450,17/09/2008,,,,,,,,,"102,62","-102,62",EUR,,0,0,440100,95150,,0,,"102,62","-102,62",EUR
1,,400000,C,3595,CLIENTS,,2017,0,29/02/2012,2594,2050006,OD,OD,OD CCRT,de 489000 mediation,A,0,,%NB,88451,17/09/2008,,,,,,,,,"102,62","-102,62",EUR,,0,0,489000,,,0,,"102,62","-102,62",EUR
